,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,tenure-grp,gender_Female,gender_Male,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,SeniorCitizen_0,SeniorCitizen_1,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
165,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,19.9,1363.45,0,61 - 72,0,1,0,1,1,0,1,0,0,0,0,1
166,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,70.9,273,1,1-12,1,0,1,0,1,0,1,0,1,0,0,0
167,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,89.05,6254.45,0,61 - 72,0,1,0,1,1,0,1,0,1,0,0,0
168,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,45.3,2651.2,1,49 - 60,0,1,0,1,1,0,0,1,0,0,1,0
169,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,20.4,321.4,0,13 - 24,1,0,0,1,0,1,1,0,0,0,1,0
170,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,84.25,3539.25,0,37 - 48,0,1,0,1,1,0,1,0,1,0,0,0
171,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,104.4,242.8,1,1-12,1,0,0,1,1,0,1,0,0,0,1,0
172,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,81.95,1181.75,0,13 - 24,0,1,0,1,1,0,1,0,0,0,0,1
173,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,94.85,5000.2,1,49 - 60,1,0,0,1,1,0,1,0,1,0,0,0
174,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,20.55,654.55,0,25 - 36,1,0,1,0,1,0,1,0,1,0,0,0
175,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,24.7,780.2,0,25 - 36,1,0,0,1,1,0,1,0,0,0,1,0
176,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,74.45,1145.7,1,13 - 24,1,0,1,0,1,0,0,1,0,0,0,1
177,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,76.45,503.6,1,1-12,1,0,1,0,1,0,0,1,1,0,0,0
178,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,105.35,1559.25,0,13 - 24,1,0,0,1,0,1,1,0,1,0,0,0
179,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,20.55,1252,0,61 - 72,0,1,0,1,1,0,1,0,0,1,0,0
180,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,29.95,29.95,1,1-12,1,0,1,0,1,0,1,0,1,0,0,0
181,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,45.3,45.3,0,1-12,1,0,1,0,1,0,1,0,0,0,0,1
182,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,84.5,662.65,1,1-12,0,1,1,0,1,0,1,0,1,0,0,0
183,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,74.75,2453.3,0,25 - 36,0,1,0,1,0,1,1,0,0,1,0,0
184,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,79.25,1111.65,1,13 - 24,1,0,1,0,1,0,1,0,0,0,1,0
185,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,24.8,24.8,1,1-12,1,0,0,1,1,0,1,0,0,0,1,0
186,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,51.8,1023.85,0,13 - 24,0,1,1,0,1,0,1,0,0,0,0,1
187,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,30.4,82.15,0,1-12,0,1,1,0,1,0,1,0,0,0,1,0
188,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,19.65,244.8,0,13 - 24,1,0,1,0,1,0,1,0,0,0,1,0
189,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,56.6,2379.1,0,37 - 48,1,0,0,1,1,0,1,0,0,1,0,0
190,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,71.9,3173.35,0,37 - 48,0,1,0,1,0,1,1,0,0,1,0,0
191,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,91,531,1,1-12,0,1,0,1,1,0,1,0,0,0,1,0
192,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,19.75,1375.4,0,61 - 72,1,0,0,1,0,1,1,0,1,0,0,0
193,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,109.7,8129.3,0,61 - 72,1,0,0,1,0,1,1,0,0,1,0,0
194,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,19.3,1192.7,0,49 - 60,0,1,0,1,0,1,1,0,0,1,0,0
195,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,96.55,1901.65,0,13 - 24,1,0,0,1,1,0,1,0,0,0,1,0
196,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,24.1,587.4,0,13 - 24,0,1,0,1,0,1,1,0,1,0,0,0
197,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,111.35,6519.75,0,49 - 60,0,1,1,0,1,0,1,0,0,0,1,0
198,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,112.25,8041.65,0,61 - 72,0,1,0,1,0,1,1,0,1,0,0,0
199,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,20.75,20.75,0,1-12,0,1,1,0,0,1,1,0,0,0,0,1
200,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,101.9,2681.15,0,25 - 36,1,0,0,1,1,0,1,0,0,1,0,0
201,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,80.05,1112.3,0,13 - 24,1,0,1,0,1,0,1,0,0,1,0,0
202,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,105.55,7405.5,0,61 - 72,0,1,0,1,0,1,1,0,0,0,1,0
203,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,78.3,1033.95,0,13 - 24,0,1,1,0,0,1,1,0,0,1,0,0
204,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,68.85,2958.95,0,37 - 48,0,1,1,0,1,0,1,0,0,1,0,0
205,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,79.95,2684.85,0,25 - 36,1,0,1,0,1,0,1,0,1,0,0,0
206,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,55.45,4179.2,0,61 - 72,0,1,0,1,0,1,1,0,0,1,0,0
207,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,79.9,79.9,1,1-12,0,1,1,0,1,0,1,0,0,0,1,0
208,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,106.6,1934.45,1,13 - 24,1,0,1,0,1,0,1,0,0,0,1,0
209,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,102.45,6654.1,0,61 - 72,0,1,0,1,1,0,1,0,0,1,0,0
210,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,46,84.5,1,1-12,0,1,1,0,1,0,1,0,0,1,0,0
211,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,25.25,25.25,0,1-12,1,0,1,0,1,0,1,0,0,0,1,0
212,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,19.75,1124.2,0,61 - 72,0,1,1,0,0,1,1,0,0,0,0,1
213,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,20,540.05,0,25 - 36,1,0,0,1,0,1,1,0,0,0,1,0
214,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,86.8,1975.85,0,13 - 24,0,1,0,1,1,0,0,1,0,0,1,0
215,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,58.75,3437.45,0,49 - 60,1,0,0,1,1,0,1,0,1,0,0,0
216,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,45.25,3139.8,0,61 - 72,0,1,0,1,0,1,1,0,0,1,0,0
217,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,56.6,3789.2,0,61 - 72,0,1,0,1,1,0,1,0,1,0,0,0
218,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,84.2,5324.5,0,61 - 72,0,1,0,1,0,1,1,0,1,0,0,0
219,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,80,624.6,0,1-12,1,0,1,0,1,0,1,0,1,0,0,0
220,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,70.15,268.35,1,1-12,1,0,1,0,1,0,1,0,0,0,1,0
221,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,24.75,1836.9,0,61 - 72,1,0,0,1,1,0,1,0,1,0,0,0
222,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,20.2,20.2,0,1-12,0,1,0,1,0,1,1,0,0,0,1,0
223,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,50.05,179.35,1,1-12,0,1,0,1,1,0,1,0,0,0,0,1
224,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,19.35,219.35,0,1-12,1,0,1,0,1,0,1,0,1,0,0,0
225,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,50.6,1288.75,0,13 - 24,0,1,1,0,1,0,1,0,0,0,0,1
226,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,81.15,2545.75,0,25 - 36,1,0,0,1,0,1,1,0,0,0,0,1
227,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,55.2,55.2,1,1-12,1,0,0,1,1,0,1,0,0,0,0,1
228,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,89.9,2723.15,0,25 - 36,0,1,1,0,1,0,1,0,0,1,0,0
229,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,85.3,4107.25,0,37 - 48,1,0,0,1,0,1,1,0,0,1,0,0
230,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,108,5760.65,0,49 - 60,0,1,1,0,1,0,1,0,0,1,0,0
231,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,93.5,4747.5,0,49 - 60,0,1,1,0,1,0,1,0,0,1,0,0
232,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,84.6,84.6,1,1-12,0,1,1,0,1,0,1,0,0,0,0,1
233,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,20.25,1566.9,0,61 - 72,1,0,1,0,1,0,1,0,0,1,0,0
234,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,25.15,702,0,25 - 36,1,0,1,0,1,0,1,0,0,0,1,0
235,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,54.4,114.1,1,1-12,0,1,1,0,1,0,1,0,0,0,0,1
236,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,29.6,299.05,0,1-12,1,0,1,0,1,0,1,0,0,0,0,1
237,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,73.15,1305.95,0,13 - 24,0,1,0,1,1,0,1,0,0,0,1,0
238,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,95,1120.3,1,1-12,1,0,1,0,1,0,0,1,0,0,1,0
239,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,19.75,284.35,0,13 - 24,0,1,1,0,1,0,1,0,0,0,0,1
240,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,86.6,6350.5,0,61 - 72,1,0,1,0,1,0,1,0,1,0,0,0
241,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,109.2,7878.3,0,61 - 72,0,1,1,0,1,0,1,0,1,0,0,0
242,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,74.7,3187.65,0,37 - 48,1,0,0,1,0,1,1,0,0,1,0,0
243,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,94.4,6126.15,0,61 - 72,1,0,0,1,1,0,0,1,0,0,1,0
244,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,54.8,731.3,0,13 - 24,1,0,1,0,1,0,0,1,0,0,1,0
245,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,75.35,273.4,0,1-12,0,1,1,0,1,0,0,1,0,0,1,0
246,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,65,2531.8,0,37 - 48,0,1,1,0,1,0,1,0,0,0,0,1
247,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,74.4,1074.3,1,13 - 24,0,1,1,0,1,0,0,1,0,0,1,0
248,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,48.55,48.55,1,1-12,0,1,1,0,1,0,1,0,0,0,0,1
249,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,99,4298.45,0,37 - 48,0,1,1,0,1,0,1,0,0,0,1,0
250,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,93.5,4619.55,0,49 - 60,1,0,0,1,1,0,1,0,0,0,1,0
251,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,70.4,147.15,1,1-12,1,0,0,1,0,1,1,0,0,0,1,0
252,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,40.2,40.2,1,1-12,0,1,0,1,1,0,0,1,0,0,1,0
253,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,83.7,2633.3,0,25 - 36,0,1,1,0,0,1,1,0,0,1,0,0
254,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,19.85,193.05,0,1-12,0,1,1,0,1,0,1,0,0,0,0,1
255,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,59.55,4103.9,0,61 - 72,1,0,0,1,0,1,1,0,0,0,1,0
256,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,115.1,7008.15,0,61 - 72,1,0,0,1,0,1,1,0,0,1,0,0
257,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,114.35,5791.1,0,49 - 60,0,1,1,0,1,0,1,0,0,1,0,0
258,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,44.6,80.55,1,1-12,1,0,0,1,1,0,1,0,0,1,0,0
259,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,45,1228.65,0,25 - 36,1,0,0,1,1,0,0,1,0,0,1,0
260,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,41.15,132.2,1,1-12,0,1,1,0,1,0,0,1,0,0,1,0
261,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,106.9,1364.3,1,13 - 24,0,1,1,0,1,0,0,1,0,0,1,0
262,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,89.85,4925.35,0,49 - 60,0,1,0,1,1,0,0,1,0,0,1,0
263,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,49.85,1520.1,0,25 - 36,1,0,1,0,1,0,1,0,1,0,0,0
264,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,113.3,5032.25,0,37 - 48,1,0,0,1,1,0,1,0,0,0,0,1
265,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,88.1,5526.75,0,61 - 72,1,0,0,1,0,1,1,0,0,0,0,1
266,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,24.9,1195.25,0,49 - 60,0,1,1,0,1,0,1,0,1,0,0,0
267,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,105,2007.25,0,13 - 24,1,0,1,0,1,0,0,1,0,0,0,1
268,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,19.35,1099.6,1,49 - 60,0,1,1,0,1,0,1,0,0,0,0,1
269,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,24.25,1732.95,0,61 - 72,1,0,0,1,1,0,1,0,0,1,0,0
270,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,94.45,1511.2,1,13 - 24,1,0,1,0,1,0,0,1,0,0,1,0
271,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,59.75,3450.15,0,49 - 60,0,1,0,1,1,0,1,0,0,0,1,0
272,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,24.8,24.8,1,1-12,0,1,1,0,1,0,1,0,1,0,0,0
273,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,107.05,2172.05,0,13 - 24,0,1,0,1,1,0,0,1,0,0,1,0
274,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,70.6,70.6,1,1-12,0,1,1,0,1,0,1,0,0,0,0,1
275,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,85.4,401.1,1,1-12,0,1,0,1,1,0,1,0,0,0,1,0
276,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,105.05,5624.85,1,49 - 60,1,0,0,1,1,0,1,0,0,0,1,0
277,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,64.95,1339.8,0,13 - 24,0,1,0,1,1,0,0,1,1,0,0,0
278,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,55,771.95,0,13 - 24,0,1,1,0,1,0,1,0,0,0,1,0
279,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,50.55,244.75,0,1-12,1,0,1,0,1,0,1,0,1,0,0,0
280,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,55.15,322.9,0,1-12,1,0,1,0,1,0,1,0,0,0,0,1
281,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,51.2,498.25,0,1-12,1,0,1,0,1,0,1,0,0,0,1,0
282,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,25.4,25.4,0,1-12,1,0,1,0,0,1,1,0,0,0,0,1
283,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,54.45,3687.75,0,61 - 72,1,0,1,0,1,0,1,0,0,0,0,1
284,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,95.15,1779.95,1,13 - 24,0,1,0,1,0,1,1,0,0,0,0,1
285,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,76,1783.6,0,13 - 24,1,0,1,0,1,0,1,0,0,1,0,0
286,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,44.35,927.15,0,13 - 24,1,0,1,0,1,0,1,0,0,0,1,0
287,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,70,70,1,1-12,0,1,0,1,1,0,1,0,0,0,1,0
288,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,74.5,606.55,1,1-12,0,1,1,0,1,0,0,1,0,0,1,0
289,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,44.85,435.4,1,1-12,0,1,1,0,1,0,1,0,0,1,0,0
290,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,76.1,1712.7,1,13 - 24,0,1,1,0,1,0,0,1,0,0,1,0
291,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,61.2,2021.2,0,25 - 36,0,1,1,0,1,0,1,0,0,0,0,1
292,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,86.8,1940.8,0,13 - 24,0,1,0,1,0,1,1,0,0,0,0,1
293,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,89.35,567.8,0,1-12,1,0,1,0,1,0,0,1,0,0,1,0
294,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,19.7,220.35,0,1-12,1,0,1,0,1,0,1,0,0,0,0,1
295,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,20.25,20.25,0,1-12,0,1,1,0,1,0,1,0,0,0,0,1
296,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,76.05,5436.45,0,61 - 72,1,0,0,1,0,1,1,0,0,0,1,0
297,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,100.8,3437.5,0,25 - 36,0,1,0,1,1,0,0,1,0,0,1,0
298,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,74.55,3015.75,0,37 - 48,0,1,0,1,0,1,1,0,0,0,1,0
299,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,73.6,73.6,1,1-12,1,0,1,0,0,1,1,0,0,0,0,1
300,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,64.9,1509.8,0,13 - 24,0,1,1,0,1,0,1,0,1,0,0,0
301,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,95.45,396.1,1,1-12,1,0,1,0,1,0,0,1,0,0,1,0
302,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,90.4,356.65,0,1-12,0,1,1,0,1,0,1,0,0,0,1,0
303,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,60.3,4109,0,61 - 72,1,0,0,1,0,1,1,0,0,1,0,0
304,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,81.85,3141.7,0,37 - 48,0,1,1,0,0,1,1,0,0,0,0,1
305,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,24.8,1229.1,0,49 - 60,0,1,0,1,0,1,1,0,0,0,0,1
306,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,74.9,2303.35,1,25 - 36,0,1,0,1,1,0,0,1,0,0,1,0
307,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,75.55,2054.4,0,25 - 36,0,1,0,1,0,1,1,0,0,0,0,1
308,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,101.15,3741.85,0,37 - 48,0,1,0,1,0,1,0,1,0,0,1,0
309,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,78.75,3682.45,0,37 - 48,0,1,1,0,0,1,1,0,0,1,0,0
310,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,19.25,19.25,0,1-12,1,0,1,0,1,0,1,0,1,0,0,0
311,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,89.05,1886.25,0,13 - 24,1,0,1,0,1,0,1,0,0,0,1,0
312,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,115.05,4895.1,0,37 - 48,1,0,1,0,1,0,1,0,0,1,0,0
313,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,69.35,341.6,0,1-12,1,0,0,1,1,0,0,1,0,0,1,0
314,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,80.6,415.55,1,1-12,0,1,1,0,1,0,1,0,0,0,1,0
315,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,110.05,5686.4,0,49 - 60,0,1,0,1,0,1,1,0,0,1,0,0
316,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,19.9,1355.1,0,61 - 72,0,1,1,0,1,0,1,0,0,1,0,0
317,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,80.3,3058.65,1,37 - 48,1,0,0,1,0,1,1,0,0,1,0,0
318,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,93.15,2231.05,1,13 - 24,0,1,0,1,1,0,0,1,0,0,1,0
319,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,91.5,3236.35,0,25 - 36,0,1,0,1,1,0,1,0,0,1,0,0
320,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,82.45,4350.1,1,49 - 60,1,0,1,0,1,0,0,1,1,0,0,0
321,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,60,4264,0,61 - 72,1,0,0,1,0,1,1,0,0,0,1,0
322,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,44.8,44.8,0,1-12,0,1,1,0,1,0,1,0,0,0,1,0
323,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,48.6,422.3,0,1-12,1,0,0,1,0,1,1,0,0,0,0,1
324,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,60.05,4176.7,0,61 - 72,0,1,1,0,1,0,1,0,1,0,0,0
325,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,102.7,5138.1,0,49 - 60,1,0,0,1,1,0,1,0,0,1,0,0
326,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,82.9,880.05,0,1-12,1,0,0,1,1,0,0,1,0,0,1,0
327,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,70.35,139.05,1,1-12,1,0,1,0,1,0,0,1,0,0,1,0
328,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,35.9,973.65,0,25 - 36,1,0,0,1,0,1,0,1,0,0,1,0
329,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,82.65,1470.05,0,13 - 24,1,0,1,0,1,0,0,1,0,1,0,0
330,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,19.85,739.35,0,25 - 36,1,0,0,1,0,1,1,0,0,0,0,1
331,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,19.2,161.95,0,1-12,1,0,1,0,1,0,1,0,0,0,0,1
332,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,94.9,4422.95,0,37 - 48,0,1,1,0,1,0,1,0,0,1,0,0
